Región,sembrada,d-m-y,cosechada,produccion,rendimiento,precio
Tumbes,0,1/9/2022,0,0,0,0
Ucayali,0,1/9/2022,0,0,0,0
Nacional,8,1/9/2021,24.5,48.28,1970.6122448979593,4.9602319801159895
Amazonas,0,1/9/2021,0,0,0,0
Áncash,0,1/9/2021,0,0,0,0
Apurímac,0,1/9/2021,0,0,0,0
Arequipa,0,1/9/2021,0,0,0,0
Ayacucho,0,1/9/2021,0,0,0,0
Cajamarca,0,1/9/2021,0,0,0,0
Callao,0,1/9/2021,0,0,0,0
Cusco,0,1/9/2021,0,0,0,0
Huancavelica,0,1/9/2021,0,0,0,0
Huánuco,0,1/9/2021,0,0,0,0
Ica,0,1/9/2021,24.5,48.28,1970.6122448979593,4.9602319801159895
Junín,0,1/9/2021,0,0,0,0
La Libertad,8,1/9/2021,0,0,0,0
Lambayeque,0,1/9/2021,0,0,0,0
Lima,0,1/9/2021,0,0,0,0
Lima Metropolitana,0,1/9/2021,0,0,0,0
Loreto,0,1/9/2021,0,0,0,0
Madre de Dios,0,1/9/2021,0,0,0,0
Moquegua,0,1/9/2021,0,0,0,0
Pasco,0,1/9/2021,0,0,0,0
Piura,0,1/9/2021,0,0,0,0
Puno,0,1/9/2021,0,0,0,0
San Martín,0,1/9/2021,0,0,0,0
Tacna,0,1/9/2021,0,0,0,0
Tumbes,0,1/9/2021,0,0,0,0
Ucayali,0,1/9/2021,0,0,0,0
Nacional,0,1/9/2020,93.5,141.899,1517.6363636363637,3.554193475641125
Amazonas,0,1/9/2020,0,0,0,0
Áncash,0,1/9/2020,0,0,0,0
Apurímac,0,1/9/2020,0,0,0,0
Arequipa,0,1/9/2020,0,0,0,0
Ayacucho,0,1/9/2020,0,0,0,0
Cajamarca,0,1/9/2020,0,0,0,0
Callao,0,1/9/2020,0,0,0,0
Cusco,0,1/9/2020,0,0,0,0
Huancavelica,0,1/9/2020,0,0,0,0
Huánuco,0,1/9/2020,0,0,0,0
Ica,0,1/9/2020,89.5,135.899,1518.4245810055866,3.5124357059286675
Junín,0,1/9/2020,0,0,0,0
La Libertad,0,1/9/2020,4,6,1500,4.5
Lambayeque,0,1/9/2020,0,0,0,0
Lima,0,1/9/2020,0,0,0,0
Lima Metropolitana,0,1/9/2020,0,0,0,0
Loreto,0,1/9/2020,0,0,0,0
Madre de Dios,0,1/9/2020,0,0,0,0
Moquegua,0,1/9/2020,0,0,0,0
Pasco,0,1/9/2020,0,0,0,0
Piura,0,1/9/2020,0,0,0,0
Puno,0,1/9/2020,0,0,0,0
San Martín,0,1/9/2020,0,0,0,0
Tacna,0,1/9/2020,0,0,0,0
Tumbes,0,1/9/2020,0,0,0,0
Ucayali,0,1/9/2020,0,0,0,0
Nacional,2.5,1/9/2019,54,94.44000000000001,1748.8888888888891,3.537441761965269
Amazonas,0,1/9/2019,0,0,0,0
Áncash,0,1/9/2019,0,0,0,0
Apurímac,0,1/9/2019,0,0,0,0
Arequipa,0,1/9/2019,0,0,0,0
Ayacucho,0,1/9/2019,0,0,0,0
Cajamarca,0,1/9/2019,0,0,0,0
Callao,0,1/9/2019,0,0,0,0
Cusco,0,1/9/2019,0,0,0,0
Huancavelica,0,1/9/2019,0,0,0,0
Huánuco,0,1/9/2019,0,0,0,0
Ica,2.5,1/9/2019,51,89.04,1745.8823529411766,3.5700359389038634
Junín,0,1/9/2019,0,0,0,0
La Libertad,0,1/9/2019,3,5.4,1800,3.0000000000000004
Lambayeque,0,1/9/2019,0,0,0,0
Lima,0,1/9/2019,0,0,0,0
Lima Metropolitana,0,1/9/2019,0,0,0,0
Loreto,0,1/9/2019,0,0,0,0
Madre de Dios,0,1/9/2019,0,0,0,0
Moquegua,0,1/9/2019,0,0,0,0
Pasco,0,1/9/2019,0,0,0,0
Piura,0,1/9/2019,0,0,0,0
Puno,0,1/9/2019,0,0,0,0
San Martín,0,1/9/2019,0,0,0,0
Tacna,0,1/9/2019,0,0,0,0
Tumbes,0,1/9/2019,0,0,0,0
Ucayali,0,1/9/2019,0,0,0,0
Nacional,0,1/10/2022,169,173.65,1027.5147928994083,3.8881370572991654
Amazonas,0,1/10/2022,0,0,0,0
Áncash,0,1/10/2022,0,0,0,0
Apurímac,0,1/10/2022,0,0,0,0
Arequipa,0,1/10/2022,0,0,0,0
Ayacucho,0,1/10/2022,8,16,2000,2.35
Cajamarca,0,1/10/2022,0,0,0,0
Callao,0,1/10/2022,0,0,0,0
Cusco,0,1/10/2022,0,0,0,0
Huancavelica,0,1/10/2022,0,0,0,0
Huánuco,0,1/10/2022,0,0,0,0
Ica,0,1/10/2022,6,4.65,775,5.5
Junín,0,1/10/2022,0,0,0,0
La Libertad,0,1/10/2022,0,0,0,0
Lambayeque,0,1/10/2022,155,153,987.0967741935483,4
Lima,0,1/10/2022,0,0,0,0
Lima Metropolitana,0,1/10/2022,0,0,0,0
Loreto,0,1/10/2022,0,0,0,0
Madre de Dios,0,1/10/2022,0,0,0,0
Moquegua,0,1/10/2022,0,0,0,0
Pasco,0,1/10/2022,0,0,0,0
Piura,0,1/10/2022,0,0,0,0
Puno,0,1/10/2022,0,0,0,0
San Martín,0,1/10/2022,0,0,0,0
Tacna,0,1/10/2022,0,0,0,0
Tumbes,0,1/10/2022,0,0,0,0
Ucayali,0,1/10/2022,0,0,0,0
Nacional,16,1/10/2021,47.5,55.7,1172.6315789473686,3.9529622980251347
Amazonas,0,1/10/2021,0,0,0,0
Áncash,0,1/10/2021,0,0,0,0
Apurímac,0,1/10/2021,0,0,0,0
Arequipa,0,1/10/2021,0,0,0,0
Ayacucho,3,1/10/2021,0,0,0,0
Cajamarca,0,1/10/2021,0,0,0,0
Callao,0,1/10/2021,0,0,0,0
Cusco,0,1/10/2021,0,0,0,0
Huancavelica,0,1/10/2021,0,0,0,0
Huánuco,0,1/10/2021,0,0,0,0
Ica,0,1/10/2021,18.5,23.7,1281.081081081081,4.678481012658228
Junín,0,1/10/2021,0,0,0,0
La Libertad,13,1/10/2021,12,15,1250,4
Lambayeque,0,1/10/2021,17,17,1000,2.9
Lima,0,1/10/2021,0,0,0,0
Lima Metropolitana,0,1/10/2021,0,0,0,0
Loreto,0,1/10/2021,0,0,0,0
Madre de Dios,0,1/10/2021,0,0,0,0
Moquegua,0,1/10/2021,0,0,0,0
Pasco,0,1/10/2021,0,0,0,0
Piura,0,1/10/2021,0,0,0,0
Puno,0,1/10/2021,0,0,0,0
San Martín,0,1/10/2021,0,0,0,0
Tacna,0,1/10/2021,0,0,0,0
Tumbes,0,1/10/2021,0,0,0,0
Ucayali,0,1/10/2021,0,0,0,0
Nacional,2,1/10/2020,116,132.75,1144.396551724138,3.4962335216572504
Amazonas,0,1/10/2020,0,0,0,0
Áncash,0,1/10/2020,0,0,0,0
Apurímac,0,1/10/2020,0,0,0,0
Arequipa,0,1/10/2020,0,0,0,0
Ayacucho,2,1/10/2020,0,0,0,0
Cajamarca,0,1/10/2020,0,0,0,0
Callao,0,1/10/2020,0,0,0,0
Cusco,0,1/10/2020,0,0,0,0
Huancavelica,0,1/10/2020,0,0,0,0
Huánuco,0,1/10/2020,0,0,0,0
Ica,0,1/10/2020,33,49.25,1492.4242424242425,3.5
Junín,0,1/10/2020,0,0,0,0
La Libertad,0,1/10/2020,0,0,0,0
Lambayeque,0,1/10/2020,83,83.5,1006.0240963855423,3.4940119760479043
Lima,0,1/10/2020,0,0,0,0
Lima Metropolitana,0,1/10/2020,0,0,0,0
Loreto,0,1/10/2020,0,0,0,0
Madre de Dios,0,1/10/2020,0,0,0,0
Moquegua,0,1/10/2020,0,0,0,0
Pasco,0,1/10/2020,0,0,0,0
Piura,0,1/10/2020,0,0,0,0
Puno,0,1/10/2020,0,0,0,0
San Martín,0,1/10/2020,0,0,0,0
Tacna,0,1/10/2020,0,0,0,0
Tumbes,0,1/10/2020,0,0,0,0
Ucayali,0,1/10/2020,0,0,0,0
Nacional,12,1/10/2019,139.5,165.95,1189.605734767025,3.448930400723109
Amazonas,0,1/10/2019,0,0,0,0
Áncash,0,1/10/2019,0,0,0,0
Apurímac,0,1/10/2019,0,0,0,0
Arequipa,0,1/10/2019,0,0,0,0
Ayacucho,6,1/10/2019,0,0,0,0
Cajamarca,0,1/10/2019,0,0,0,0
Callao,0,1/10/2019,0,0,0,0
Cusco,0,1/10/2019,0,0,0,0
Huancavelica,0,1/10/2019,0,0,0,0
Huánuco,0,1/10/2019,0,0,0,0
Ica,6,1/10/2019,87.5,114.35,1306.8571428571427,3.9313511149978133
Junín,0,1/10/2019,0,0,0,0
La Libertad,0,1/10/2019,2,3.6,1800,3
Lambayeque,0,1/10/2019,50,48,960,2.3333333333333335
Lima,0,1/10/2019,0,0,0,0
Lima Metropolitana,0,1/10/2019,0,0,0,0
Loreto,0,1/10/2019,0,0,0,0
Madre de Dios,0,1/10/2019,0,0,0,0
Moquegua,0,1/10/2019,0,0,0,0
Pasco,0,1/10/2019,0,0,0,0
Piura,0,1/10/2019,0,0,0,0
Puno,0,1/10/2019,0,0,0,0
San Martín,0,1/10/2019,0,0,0,0
Tacna,0,1/10/2019,0,0,0,0
Tumbes,0,1/10/2019,0,0,0,0
Ucayali,0,1/10/2019,0,0,0,0
Nacional,12.5,1/11/2022,50,55.5,1110,4.390090090090091
Amazonas,0,1/11/2022,0,0,0,0
Áncash,0,1/11/2022,0,0,0,0
Apurímac,0,1/11/2022,0,0,0,0
Arequipa,0,1/11/2022,0,0,0,0
Ayacucho,12,1/11/2022,0,0,0,0
Cajamarca,0,1/11/2022,0,0,0,0
Callao,0,1/11/2022,0,0,0,0
Cusco,0,1/11/2022,0,0,0,0
Huancavelica,0,1/11/2022,0,0,0,0
Huánuco,0,1/11/2022,0,0,0,0
Ica,0,1/11/2022,0,0,0,0
Junín,0,1/11/2022,0,0,0,0
La Libertad,0.5,1/11/2022,0,0,0,0
Lambayeque,0,1/11/2022,50,55.5,1110,4.390090090090091
Lima,0,1/11/2022,0,0,0,0
Lima Metropolitana,0,1/11/2022,0,0,0,0
Loreto,0,1/11/2022,0,0,0,0
Madre de Dios,0,1/11/2022,0,0,0,0
Moquegua,0,1/11/2022,0,0,0,0
Pasco,0,1/11/2022,0,0,0,0
Piura,0,1/11/2022,0,0,0,0
Puno,0,1/11/2022,0,0,0,0
San Martín,0,1/11/2022,0,0,0,0
Tacna,0,1/11/2022,0,0,0,0
Tumbes,0,1/11/2022,0,0,0,0
Ucayali,0,1/11/2022,0,0,0,0
Nacional,7,1/11/2021,83,86,1036.144578313253,3.153488372093024
Amazonas,0,1/11/2021,0,0,0,0
Áncash,0,1/11/2021,0,0,0,0
Apurímac,0,1/11/2021,0,0,0,0
Arequipa,0,1/11/2021,0,0,0,0
Ayacucho,7,1/11/2021,0,0,0,0
Cajamarca,0,1/11/2021,0,0,0,0
Callao,0,1/11/2021,0,0,0,0
Cusco,0,1/11/2021,0,0,0,0
Huancavelica,0,1/11/2021,0,0,0,0
Huánuco,0,1/11/2021,0,0,0,0
Ica,0,1/11/2021,0,0,0,0
Junín,0,1/11/2021,0,0,0,0
La Libertad,0,1/11/2021,0,0,0,0
Lambayeque,0,1/11/2021,83,86,1036.144578313253,3.153488372093024
Lima,0,1/11/2021,0,0,0,0
Lima Metropolitana,0,1/11/2021,0,0,0,0
Loreto,0,1/11/2021,0,0,0,0
Madre de Dios,0,1/11/2021,0,0,0,0
Moquegua,0,1/11/2021,0,0,0,0
Pasco,0,1/11/2021,0,0,0,0
Piura,0,1/11/2021,0,0,0,0
Puno,0,1/11/2021,0,0,0,0
San Martín,0,1/11/2021,0,0,0,0
Tacna,0,1/11/2021,0,0,0,0
Tumbes,0,1/11/2021,0,0,0,0
Ucayali,0,1/11/2021,0,0,0,0
Nacional,4,1/11/2020,127,166.39,1310.1574803149606,3.7264559168219247
Amazonas,0,1/11/2020,0,0,0,0
Áncash,0,1/11/2020,0,0,0,0
Apurímac,0,1/11/2020,0,0,0,0
Arequipa,0,1/11/2020,0,0,0,0
Ayacucho,4,1/11/2020,0,0,0,0
Cajamarca,0,1/11/2020,0,0,0,0
Callao,0,1/11/2020,0,0,0,0
Cusco,0,1/11/2020,0,0,0,0
Huancavelica,0,1/11/2020,0,0,0,0
Huánuco,0,1/11/2020,0,0,0,0
Ica,0,1/11/2020,67,106.69,1592.3880597014925,3.868825569406692
Junín,0,1/11/2020,0,0,0,0
La Libertad,0,1/11/2020,0,0,0,0
Lambayeque,0,1/11/2020,60,59.7,995,3.4720268006700166
Lima,0,1/11/2020,0,0,0,0
Lima Metropolitana,0,1/11/2020,0,0,0,0
Loreto,0,1/11/2020,0,0,0,0
Madre de Dios,0,1/11/2020,0,0,0,0
Moquegua,0,1/11/2020,0,0,0,0
Pasco,0,1/11/2020,0,0,0,0
Piura,0,1/11/2020,0,0,0,0
Puno,0,1/11/2020,0,0,0,0
San Martín,0,1/11/2020,0,0,0,0
Tacna,0,1/11/2020,0,0,0,0
Tumbes,0,1/11/2020,0,0,0,0
Ucayali,0,1/11/2020,0,0,0,0
Nacional,16,1/11/2019,300.5,315.05,1048.4193011647255,3.59466751309316
Amazonas,0,1/11/2019,0,0,0,0
Áncash,0,1/11/2019,0,0,0,0
Apurímac,0,1/11/2019,0,0,0,0
Arequipa,0,1/11/2019,0,0,0,0
Ayacucho,16,1/11/2019,0,0,0,0
Cajamarca,0,1/11/2019,0,0,0,0
Callao,0,1/11/2019,0,0,0,0
Cusco,0,1/11/2019,0,0,0,0
Huancavelica,0,1/11/2019,0,0,0,0
Huánuco,0,1/11/2019,0,0,0,0
Ica,0,1/11/2019,54.5,49.05,899.9999999999999,4
Junín,0,1/11/2019,0,0,0,0
La Libertad,0,1/11/2019,22,33,1500,3.5
Lambayeque,0,1/11/2019,224,233,1040.1785714285713,3.52274678111588
Lima,0,1/11/2019,0,0,0,0
Lima Metropolitana,0,1/11/2019,0,0,0,0
Loreto,0,1/11/2019,0,0,0,0
Madre de Dios,0,1/11/2019,0,0,0,0
Moquegua,0,1/11/2019,0,0,0,0
Pasco,0,1/11/2019,0,0,0,0
Piura,0,1/11/2019,0,0,0,0
Puno,0,1/11/2019,0,0,0,0
San Martín,0,1/11/2019,0,0,0,0
Tacna,0,1/11/2019,0,0,0,0
Tumbes,0,1/11/2019,0,0,0,0
Ucayali,0,1/11/2019,0,0,0,0
Nacional,3.5,1/12/2022,60,73.5,1225,4.469387755102041
Amazonas,0,1/12/2022,0,0,0,0
Áncash,0,1/12/2022,0,0,0,0
Apurímac,0,1/12/2022,0,0,0,0
Arequipa,0,1/12/2022,0,0,0,0
Ayacucho,3,1/12/2022,0,0,0,0
Cajamarca,0,1/12/2022,0,0,0,0
Callao,0,1/12/2022,0,0,0,0
Cusco,0,1/12/2022,0,0,0,0
Huancavelica,0,1/12/2022,0,0,0,0
Huánuco,0,1/12/2022,0,0,0,0
Ica,0,1/12/2022,0,0,0,0
Junín,0,1/12/2022,0,0,0,0
La Libertad,0.5,1/12/2022,0,0,0,0
Lambayeque,0,1/12/2022,60,73.5,1225,4.469387755102041
Lima,0,1/12/2022,0,0,0,0
Lima Metropolitana,0,1/12/2022,0,0,0,0
Loreto,0,1/12/2022,0,0,0,0
Madre de Dios,0,1/12/2022,0,0,0,0
Moquegua,0,1/12/2022,0,0,0,0
Pasco,0,1/12/2022,0,0,0,0
Piura,0,1/12/2022,0,0,0,0
Puno,0,1/12/2022,0,0,0,0
San Martín,0,1/12/2022,0,0,0,0
Tacna,0,1/12/2022,0,0,0,0
Tumbes,0,1/12/2022,0,0,0,0
Ucayali,0,1/12/2022,0,0,0,0
Nacional,13,1/12/2021,139,175.1,1259.7122302158273,3.8772130211307823
Amazonas,0,1/12/2021,0,0,0,0
Áncash,0,1/12/2021,0,0,0,0
Apurímac,0,1/12/2021,0,0,0,0
Arequipa,0,1/12/2021,0,0,0,0
Ayacucho,13,1/12/2021,0,0,0,0
Cajamarca,0,1/12/2021,0,0,0,0
Callao,0,1/12/2021,0,0,0,0
Cusco,0,1/12/2021,0,0,0,0
Huancavelica,0,1/12/2021,0,0,0,0
Huánuco,0,1/12/2021,0,0,0,0
Ica,0,1/12/2021,4,8.1,2025,5
Junín,0,1/12/2021,0,0,0,0
La Libertad,0,1/12/2021,85,112,1317.6470588235295,4
Lambayeque,0,1/12/2021,50,55,1100,3.4618181818181815
Lima,0,1/12/2021,0,0,0,0
Lima Metropolitana,0,1/12/2021,0,0,0,0
Loreto,0,1/12/2021,0,0,0,0
Madre de Dios,0,1/12/2021,0,0,0,0
Moquegua,0,1/12/2021,0,0,0,0
Pasco,0,1/12/2021,0,0,0,0
Piura,0,1/12/2021,0,0,0,0
Puno,0,1/12/2021,0,0,0,0
San Martín,0,1/12/2021,0,0,0,0
Tacna,0,1/12/2021,0,0,0,0
Tumbes,0,1/12/2021,0,0,0,0
Ucayali,0,1/12/2021,0,0,0,0
Nacional,0,1/12/2020,67,96,1432.8358208955224,4.708333333333333
Amazonas,0,1/12/2020,0,0,0,0
Áncash,0,1/12/2020,0,0,0,0
Apurímac,0,1/12/2020,0,0,0,0
Arequipa,0,1/12/2020,0,0,0,0
Ayacucho,0,1/12/2020,0,0,0,0
Cajamarca,0,1/12/2020,0,0,0,0
Callao,0,1/12/2020,0,0,0,0
Cusco,0,1/12/2020,0,0,0,0
Huancavelica,0,1/12/2020,0,0,0,0
Huánuco,0,1/12/2020,0,0,0,0
Ica,0,1/12/2020,0,0,0,0
Junín,0,1/12/2020,0,0,0,0
La Libertad,0,1/12/2020,57,86,1508.7719298245615,5
Lambayeque,0,1/12/2020,10,10,1000,2.2
Lima,0,1/12/2020,0,0,0,0
Lima Metropolitana,0,1/12/2020,0,0,0,0
Loreto,0,1/12/2020,0,0,0,0
Madre de Dios,0,1/12/2020,0,0,0,0
Moquegua,0,1/12/2020,0,0,0,0
Pasco,0,1/12/2020,0,0,0,0
Piura,0,1/12/2020,0,0,0,0
Puno,0,1/12/2020,0,0,0,0
San Martín,0,1/12/2020,0,0,0,0
Tacna,0,1/12/2020,0,0,0,0
Tumbes,0,1/12/2020,0,0,0,0
Ucayali,0,1/12/2020,0,0,0,0
Nacional,3,1/12/2019,109.7,117,1066.545123062899,3.5444444444444447
Amazonas,0,1/12/2019,0,0,0,0
Áncash,0,1/12/2019,0,0,0,0
Apurímac,0,1/12/2019,0,0,0,0
Arequipa,0,1/12/2019,0,0,0,0
Ayacucho,3,1/12/2019,0,0,0,0
Cajamarca,0,1/12/2019,0,0,0,0
Callao,0,1/12/2019,0,0,0,0
Cusco,0,1/12/2019,0,0,0,0
Huancavelica,0,1/12/2019,0,0,0,0
Huánuco,0,1/12/2019,0,0,0,0
Ica,0,1/12/2019,0,0,0,0
Junín,0,1/12/2019,0,0,0,0
La Libertad,0,1/12/2019,109.7,117,1066.545123062899,3.5444444444444447
Lambayeque,0,1/12/2019,0,0,0,0
Lima,0,1/12/2019,0,0,0,0
Lima Metropolitana,0,1/12/2019,0,0,0,0
Loreto,0,1/12/2019,0,0,0,0
Madre de Dios,0,1/12/2019,0,0,0,0
Moquegua,0,1/12/2019,0,0,0,0
Pasco,0,1/12/2019,0,0,0,0
Piura,0,1/12/2019,0,0,0,0
Puno,0,1/12/2019,0,0,0,0
San Martín,0,1/12/2019,0,0,0,0
Tacna,0,1/12/2019,0,0,0,0
Tumbes,0,1/12/2019,0,0,0,0
Ucayali,0,1/12/2019,0,0,0,0
