cultivo,produccion_std,precio_std
acelga,6.75180029456991,0.048272425024422624
aji,96.25609224185565,0.22640470738352467
ajo,682.4879591469818,0.5965565687721043
albahaca,6.305034203713079,0.0632543781551895
apio,22.210317586796528,0.04490299195094886
arracacha,30.200354060768102,0.06642399710355286
arvejags,312.21583222120336,0.4573258469183932
arvejagv,297.5515386619699,0.28006740269152763
avenag,214.72066384060588,0.19416634557054607
brocoli,51.06984298348527,0.06960682735906115
caigua,12.009974102270627,0.07799222260529297
calabaza,97.03385714385746,0.07535724689497679
camote,334.3869983049036,0.09789084930571014
cañihua,78.38476469641003,0.22058014703938458
cebada,1765.764394266777,0.35687835062055245
cebollacabeza,1096.0636350830305,0.13709709295523273
cebollachina,29.10678840851916,0.0688123327244067
col,35.64352417195997,0.07130172764495223
coliflor,33.93564107343221,0.08291361228619151
espinaca,40.29870471729914,0.10043882997503577
fresa,164.70298776697982,0.1761258966247863
castilla,110.6823651008768,0.13626908706055227
Frijol,429.412659699823,0.3707738034375097
frijolverd,72.45815704013576,0.1389077692340375
loctao,34.70163185182816,0.34044488758815744
garbanzo,5.007670838491479,0.18610180055154754
habags,707.2690816200242,0.5212107146999385
habagv,378.0926965038136,0.11491620961784568
kiwicha,67.88799497188023,0.3058272042531397
lechuga,75.14123556835231,0.09600202318384314
lenteja,29.28105410887981,0.28998084030298144
maca,123.44106533250077,0.19410666863250356
MAD,2325.744720030539,0.1867348497241136
Amilac,2819.8258691379574,0.5944781270174411
choclo,1528.617772239575,0.13851179027727595
Mmorado,80.73064532767678,0.11236070688312304
mani,16.31873357986204,0.17764852506839607
mashua,499.61967350725547,0.16130381284542478
melon,55.66483571665514,0.05066936391440285
nabo,6.634529358347806,0.03622748639652405
oca,975.5429859755709,0.2705488866018352
olluco,1544.9773990925853,0.21677846287665486
pallargs,80.85226327037502,0.22402815361972828
pallarverd,14.763128978998317,0.062382481702355295
Papa,27039.507556279616,0.20747737510967257
paprika,71.69105669110071,0.3793974216696243
pepinillo,69.15652427896164,0.06578942343502421
pepino,48.26386188445682,0.05063451315543951
pimiento,280.97940319976425,0.10771596459176845
piquillo,199.84142383498911,0.03719089231681899
pituca,235.46516018125283,0.04828794728983599
poro,20.627701005757327,0.04495049735334143
quinua,868.0816725451027,0.6038509852385464
rabanito,14.040152739507445,0.04076012992748815
sandia,323.7476750439424,0.06080990922445445
sorgo,1.1929856480089156,0.020644467994992203
soya,8.91782494568388,0.1391915847404265
tarhui,99.93875090891997,0.5525867239347653
tomate,625.4079557622446,0.2007309874080796
Trigo,1705.351353808837,0.41817705467232624
vainita,26.589455300067808,0.1374504192285676
yuca,754.5492946572377,0.11689309213723312
zanahoria,181.38624804304766,0.12595494226203252
zapallo,342.8140827875349,0.1065149453854771
zarandaja,18.762463129063534,0.06400156658637539
olivo,1890.1564275101932,0.2628372214550119
achiot,63.34340828782602,0.30266178223848655
anona,17.19527750644315,0.045496586934593006
cacao,244.32342423971505,0.33534186715017783
cafe,2437.132416082099,0.8753257888161133
caimito,17.628629223729437,0.040453416679598876
camucamu,72.41916470384413,0.02595299801932373
capuli,5.233766168935567,0.18122236481681647
carambola,6.563434864058605,0.01017178434865087
cereza,0.031625471199106116,0.12082795625444795
chirimoya,113.564739567267,0.440930983491358
cirolero,6.117385479842769,0.20251958918320875
ciruela,44.92782086138318,0.10025374106813921
coco,23.145457695747325,0.020488703783657334
cocona,4.406107791352752,0.02970169783255127
damasco,2.830643788502661,0.3976880736422785
datil,4.179220879998957,0.07693239528818739
granada,663.896076900457,0.22262642924524895
guanabana,20.46325054337587,0.18466251150778484
guayaba,19.37499989828244,0.15133822365837496
guinda,15.944163102695315,0.08673347866002491
higo,29.461843796743054,0.45344692658719116
lima,41.64434013466129,0.10640255865729281
limond,11.141792311413386,0.04006511328946156
limon,507.74158394609356,0.10513453149442126
lucuma,86.50846478142596,0.37745692988576046
mamey,16.12666416895035,0.0825041127411181
mandarina,1851.056551419953,0.14093914324232368
mango,3932.8753897688757,0.21854308658712812
manzana,260.4299877075858,0.25406825648175374
marañon,7.769606101816683,0.07509809942147601
melocoton,143.60859770232472,0.3374384158223755
membrillo,27.32775516242035,0.15802685872060057
naranja,1258.428073209167,0.1527959870452878
nispero,13.63534235761072,0.10200152810929894
pacae,243.27442950102392,0.19697654081564478
palma,885.9313581704084,0.0011605736227866708
palta,3232.7327732078993,0.24348257560620587
pecana,55.012739942861494,1.4728752167640207
pera,28.354617632325855,0.2721800015728437
pijuayo,151.07494126741076,0.041598261307406126
pomarosa,5.74465671441844,0.031597850625775026
sachainchi,2.999400020368763,0.12080112209894024
sauco,3.3029307609690237,0.05644608586470354
tamarindo,22.19938212175482,0.08330944027647041
tangelo,568.8536741377013,0.05950196555644128
taperiba,17.06170566884626,0.011935284171888235
té,4.453243242008046,0.0019779275984402184
toronja,19.315667919229178,0.06560224487307298
uva,3655.365344211863,0.18334681009031176
zapote,85.58200924573734,0.07471916440273983
alcachofa,495.7603423043279,0.20526561661292833
arandano,965.3119262747606,0.5273335155472406
cañaalcohol,207.00042392540024,0.020778079397573233
cañaetanol,2998.9807036540756,0.0003801834453591546
esparrago,256.2391157123232,0.12708864683968837
granadilla,34.79067331352155,0.08055317571502889
maracuya,101.95954043394013,0.07365229147814877
oregano,77.91818665344024,0.10871224295599734
papaya,72.28037260937452,0.10832163097609047
piña,564.7564697036781,0.056473256535092775
platano,405.5578543073695,0.048460588154346076
tuna,624.2343934193063,0.27395846767973625
alfalfa,13464.250225386439,0.005811805784172108
avenaf,38754.80878564945,0.037278529114094835
braquearia,1827.5226141217734,0.000590754532198309
cebadaf,5257.686124506964,0.027690593203294922
gramaazul,178.7317635078892,0.0008097158077826686
grama_chilena,895.9968222765423,0.0005531045369304369
gramalote,877.2519843647408,0.00016249607833982197
chala,896.6565528774383,0.02207137033322191
pelefante,1009.3190599900677,0.004766979830265549
ryegrass,985.0900329886148,0.005323456285072385
trebol,197.16596079388538,0.0046815478571811085
